key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,criteria_1,criteria_2,criteria_3,criteria_4
rayyan-222134284,Artificial intelligence adoption dynamics and knowledge in SMEs and large firms: A systematic review and bibliometric analysis,2025,5,,JOURNAL OF INNOVATION & KNOWLEDGE,"[""2530-7614"", ""2444-569X     J9  - J INNOV KNOWL     JI  - J. Innov. Knowl.""]",10,3,,"Ayinaddis, SG",,English,,"Univ Pisa, Dept Econ & Management, Pisa, Italy","Artificial intelligence (AI) has quickly emerged as a top technological priority for companies in various sectors, radically altering business operations. However, the existing literature reveals a fragmented and inconsistent understanding of AI adoption dynamics between small and medium enterprises (SMEs) and larger, wellestablished firms. This dichotomy of the existing research raises important questions about whether the AI tools and application modalities used by these companies are inherently similar or if significant differences exist in their implementation and outcomes due to varying organizational sizes. This study evaluates whether small and large firms' efforts toward implementing AI differ significantly using bibliometric analysis and a systematic literature review from the Web of Science and Scopus databases. A total of 78 peer-reviewed articles were analyzed and categorized states and trends into 10 dimensions: (1) technology readiness, (2) customization, (3) AI tools and needs, (4) data requirements, (5) skills and competencies, (6) financial readiness, (7) management support, (8) market and competitive pressure, (9) partnership and collaboration, and (10) regulatory compliance, based on the technology-organization-environment (TOE) theoretical model. A bibliometric mapping approach was adopted to visualize bibliometric data using VOSviewer. The review brings together collective insights from several leading expert contributors to emphasize areas where SMEs need additional support to fully leverage AI technologies. The results provide pragmatic insights for policymakers, helping them develop tailored approaches for both SMEs and large enterprises to meet their unique needs while acknowledging AI's undeniable role in competitiveness and growth.",,10.1016/j.jik.2025.100682     WE  - Social Science Citation Index (SSCI),Small and medium enterprise (SMEs);Artificial intelligence (AI);Large firms;AI adoption;MEDIUM-SIZED ENTERPRISES;INFORMATION-TECHNOLOGY;AI;ACCEPTANCE;METHODOLOGY;MANAGEMENT;IMPACT,,,True,True,False,True
rayyan-222134285,Adaptation determinants of artificial intelligence in small and medium enterprises,2024,,,EUROPEAN MANAGEMENT STUDIES,2956-7602     J9  - EUR MANAGE STUD     JI  - Eur. Manag. Stud.,22,1,76-97,"Bak, S and Jedynak, P and Kaczmaryk, P",,English,,"Jagiellonian Univ Krakow, Golebia 24, PL- 31007 Krakow, Poland","Purpose: Small and medium enterprises (SMEs) are increasingly using artificial intelligence (AI) in their operational and strategic activities. In order to properly prepare for the processes of AI implementation and to plan the path of digital transformation using the tools it supports, enterprises need to be fully aware of the factors that determine a successful implementation of the processes. The aim of this text is to identify the key determinants related to the adaptation of AI tools and technologies in business processes and operations of SMEs. Design/methodology/approach: In order to establish a catalog of adaptation determinants of artificial intelligence in SMEs, 24 deliberately selected academic texts indexed in the EBSCO database and published between 2021 and 2023 were analyzed. The research methods that were used are: an exploratory research approach and a single-step logical classification method, fulfilling the required criteria of exhaustiveness and separability in the selection. Findings: Using an exploratory approach to literature research, we identified 55 different factors impacting AI adaptation in SMEs, which we divided into the following seven categories, using a logical classification method: strategy and business model, culture and attitude, resources, support, entrepreneurship and innovation, competitive position and environmental conditions. Research limitations/implications: The research results have theoretical and practical implications. In the theoretical aspect, they can be a starting point for searching for methods to deal with identified determinants. In a practical aspect, the identified conditions may constitute a guide for SMEs planning to implement AI tools. A research limitation may be the fact that due to the dynamic development of the technological environment of SMEs, the identified catalog of determinants is certainly not closed. Originality/value: The added value of the conducted research mainly concerns the identification and categorization of adaptation determinants of implementing AI in SMEs, which can significantly contribute to increasing the awareness of the SMEs about the challenges they face on the path of digital transformation.",,10.7172/2956-7602.103.4     WE  - Emerging Sources Citation Index (ESCI),Artificial intelligence (AI);small and medium-sized enterprises (SMEs);adaptation of AI;conditions;AI;ADOPTION;SMES,,,True,True,False,False
rayyan-222134288,THE IMPACT OF DIGITAL STRATEGY ON E-COMMERCE SERVICES: ANALYSIS AND PERSPECTIVES IN ONLINE SMALL AND MEDIUM ENTERPRISES (SMES),2024,,,AD ALTA-JOURNAL OF INTERDISCIPLINARY RESEARCH,1804-7890     J9  - AD ALTA-INTERDISCIP     JI  - AD ALTA-J. Interdiscip. Res.,14,1,17-20     WE  - Emerging Sources Citation Index (ESCI),"Bednárová, M and Oklestková, S",,English,,"Brno Univ Technol, Fac Business & Management, Brno, Czech Republic","This article focuses on analyzing the impact of digital strategy on ecommerce services, with an emphasis on online small and medium enterprises (SMEs), through expert systematic literature review. In the context of the growing ecommerce environment, the study aims to explore how digital strategy shapes service provision and transforms customer experiences. The main focus is on the analysis of specific aspects, including the use of artificial intelligence (AI) for personalizing customer experiences, the effectiveness of these personalization strategies, and their impact on purchasing behavior. Finally, the article looks towards the future, predicting possible trends in the field of service personalization using digital strategy. This scientific article provides a fresh perspective on the digital transformation of ecommerce and offers valuable insights for future innovations in online small and medium enterprises.",,,Digital strategy;e-commerce;online SMEs;artificial intelligence;personalization;sustainability;shopping behavior,,,True,True,False,False
rayyan-222134289,ADOPTION OF ARTIFICIAL INTELLIGENCE IN SMALL AND MEDIUM-SIZED ENTERPRISES IN SPAIN: THE ROLE OF COMPETENCES AND SKILLS,2024,8,,AMFITEATRU ECONOMIC,"[""1582-9146"", ""2247-9104     J9  - AMFITEATRU ECON     JI  - Amfiteatru Econ.""]",26,67,848-866,"Huseyn, M and Ruiz-Gándara, A and Gonzalez-Abril, L and Romero, I",,English,,"[""Univ Seville, Seville, Spain"", ""Univ Urbino, Urbino, Italy""]","This article explores the determinants of the adoption of artificial intelligence (AI) in small and medium-sized enterprises (SMEs) with special attention to the impact of competencies and skills. The research was based on data from a representative sample of SMEs in Spain and used logistic regression econometric analysis. Additionally, the study applied an innovative AI technique, Generative Adversarial Networks (GANs), to balance the data set. The findings indicate that SMEs whose business owners / managers have university degrees or high levels of professional training, those with information technology (IT) experts among their staff, and those providing IT-related training for employees are all more likely to adopt AI. Furthermore, SMEs equipped with management skills in Enterprise Resource Planning (ERP) systems and marketing analytics tools, and SMEs engaged in collaboration with universities and research centres, demonstrate a greater propensity to integrate AI into their operations. The implications of these findings are significant for both business management and public policy. From a managerial perspective, the results underscore the importance of investing in training programmes and initiatives aimed at upgrading the skill set of employees and managers to effectively use AI in business operations. On the policy front, the conclusions suggest an active role for public administrations in promoting the adoption of AI among SMEs by designing initiatives focused on improving key digital competencies.",,10.24818/EA/2024/67/848     WE  - Social Science Citation Index (SSCI),Artificial intelligence;SME;digital competence;digital skill;digitalisation;information technology;GAN;AUTOMATION;AI,,,True,True,False,False
rayyan-222134290,"Artificial Intelligence and the Development of ""Specialized, Refined, Unique, and Innovative"" Small- and Medium-Sized Enterprises",2025,3,,MANAGERIAL AND DECISION ECONOMICS,"[""0143-6570"", ""1099-1468     J9  - MANAG DECIS ECON     JI  - Manag. Decis. Econ.""]",46,2,843-861,"Zhang, BZ and Peng, BY",,English,,"South China Normal Univ, Sch Econ & Management, Guangzhou, Peoples R China","""Specialized, Refined, Unique, and Innovative"" (SRUI) enterprises are a crucial part of the national innovation system and play a significant role in enhancing national core competitiveness by leveraging strengths and addressing weaknesses. Given the limited quantitative analysis on the productivity of SRUI enterprises in the academic field, this paper constructs an enterprise-level artificial intelligence index based on text analysis and machine learning. Using panel data from 2018 to 2022, we investigate the impact of artificial intelligence on the productivity of SRUI small- and medium-sized enterprises (SMEs). The research findings indicate that (1) artificial intelligence significantly enhances the productivity of SRUI SMEs, and for each one standard deviation increase in artificial intelligence, the productivity level of SRUI enterprises will increase by 6.82%. (2) Mechanism tests reveal that artificial intelligence improves productivity by optimizing labor structure, improving labor resource allocation, stimulating endogenous motivation and innovation vitality within enterprises, and enhancing management level and investment efficiency. (3) Heterogeneity analysis indicates that at the regional level, artificial intelligence significantly boosts the productivity of enterprises with well-developed network infrastructure and robust intellectual property protection systems. At the industry level, AI has a more pronounced effect on the productivity of technology-intensive and competitive industries. Additionally, we also find that the impact of AI on productivity is more significant in enterprises with younger executive teams and executives with digital and intelligent education backgrounds. This study expands the research scope of productivity and provides valuable insights for the government to optimize digital economy policies and for enterprises to formulate digital innovation strategies.",,10.1002/mde.4407,"artificial intelligence;intellectual property protection;productivity;small- and medium-sized enterprises (SMEs);Specialized, Refined, Unique, and Innovative (SRUI);DECISION-MAKING;FRAMEWORK",,,True,True,False,False
rayyan-222134291,A hybrid diagnostic-advisory system for small and medium-sized enterprises:: A successful AI application,2006,4,,APPLIED INTELLIGENCE,"[""0924-669X"", ""1573-7497     J9  - APPL INTELL     JI  - Appl. Intell.""]",24,2,127-141,"Delisle, S and St Pierre, J and Copeck, T",,English,,"[""Univ Quebec Trois Rivieres, Dept Math & Informat, Trois Rivieres, PQ G9A 5H7, Canada"", ""Univ Quebec Trois Rivieres, Dept Sci Gest, Inst Rech PME, Lab Rech Performance Entreprises, Trois Rivieres, PQ G9A 5H7, Canada"", ""Univ Ottawa, Sch Informat Technol & Engn, Ottawa, ON K1N 6N5, Canada""]","We describe a hybrid expert diagnosis-advisory system developed for small and medium enterprises. The Performance, Development, Growth (PDG) system is completely implemented and fully operational, and has been successfully used on real-world data from SMEs for several years. Although our system contains a great deal of the domain knowledge and expertise that is a hallmark of AI systems, it was not designed using the symbolic techniques traditionally used to implement such systems. We explain why this is so and discuss how the PDG system relates to expert systems, decision support systems, and general applications in AI. We also present an experimental evaluation of the system and identify developments currently under way and our plans for the future.",,10.1007/s10489-006-6934-z     WE  - Science Citation Index Expanded (SCI-EXPANDED),applied artificial intelligence;expert systems;benchmarking;SME;diagnosis;DECISION-SUPPORT-SYSTEMS;NEURAL-NETWORK;EXPERT-SYSTEMS;KNOWLEDGE ACQUISITION,,,True,True,True,False
rayyan-222134292,Harnessing artificial intelligence for strategic decision-making: the catalyst impact of digital leadership,2025,2,28,ASIA-PACIFIC JOURNAL OF BUSINESS ADMINISTRATION,"[""1757-4323"", ""1757-4331     J9  - ASIA-PAC J BUS ADM     JI  - Asia-Pac. J. Bus. Adm.""]",,,,"Jaboob, M and Al-Ansi, AM and Al-Okaily, M and Ferasso, M",,English,,"[""Dhofar Univ, Coll Commerce & Business Adm, Salalah, Oman"", ""Dhofar Univ, Coll Commerce & Business Adm, Dept Management, Salalah, Oman"", ""Jadara Univ, Sch Business, Irbid, Jordan"", ""Lusofona Univ, Intrepid Lab, Lisbon, Portugal"", ""Univ Autonoma Chile, Grp Invest Estudios Org Sostenibles, Santiago, Chile""]","PurposeArtificial intelligence (AI) applications enable entrepreneurs in small and medium-sized enterprises (SMEs) to make strategic decisions based on more accurate predictions and modeling scenarios to achieve operational efficiency and profitability. This research aims to investigate the role of AI applications in enhancing strategic decision-making (SDM) through the mediating role of digital leadership (DL).Design/methodology/approachThe sample included 306 Omani entrepreneurs from SMEs randomly sampled to collect data from different SME industrial incubators. To test hypotheses, structural equation modeling (SEM), regression and confirmatory factor analysis and Process V4 to test the mediating role of DL were used.FindingsResults reveal that AI applications have a positive and significant impact on SDM and DL. Furthermore, DL has a positive and significant impact on SDM. The results also reveal that DL enhances the relationship between AI applications and SDM in Omani SMEs.Originality/valueThis research provides evidence regarding SMEs in the Arabian context and the ability of AI application adoption to improve productivity and sustainability in the economic sector.",,10.1108/APJBA-12-2024-0706,Artificial intelligence;AI applications;Strategic decision-making;Digital leadership;Omani SMEs;FUTURE;CHALLENGES,,,True,True,False,False
rayyan-222134294,Artificial intelligence and change management in small and medium-sized enterprises: an analysis of dynamics within adaptation initiatives,2022,12,30,ANNALS OF OPERATIONS RESEARCH,"[""0254-5330"", ""1572-9338     J9  - ANN OPER RES     JI  - Ann. Oper. Res.""]",,,,"Lemos, SIC and Ferreira, FAF and Zopounidis, C and Galariotis, E and Ferreira, NCMQF",,English,,"[""Univ Inst Lisbon, ISCTE Business Sch, Ave Forcas Armadas, P-1649026 Lisbon, Portugal"", ""Univ Inst Lisbon, ISCTE Business Sch, BRU IUL, Ave Forcas Armadas, P-1649026 Lisbon, Portugal"", ""Univ Memphis, Fogelman Coll Business & Econ, Memphis, TN 38152 USA"", ""Tech Univ Crete Univ Campus, Sch Prod Engn & Management, Khania 73100, Greece"", ""Audencia Business Sch, Dept Finance, BP 31222,8 Route Joneliere, F-44312 Nantes 3, France"", ""Univ Beira Interior, Res Ctr Business Sci, NECE UBI, Estr Sineiro, P-6200209 Covilha, Portugal""]","Given the increasingly significant role of small and medium-sized enterprises (SMEs) in the global economy and the ever more competitive markets in which these companies operate, SMEs' ability to adopt artificial intelligence (AI) technologies is of utmost importance. Due to constantly evolving social, environmental, and technological scenarios, the managers of these firms must increasingly focus on incorporating new tools such as AI into SME operations in order to enjoy their benefits. However, the subjectivity and complexity of this adaptation process makes integrated analyses of key factors challenging. The present study sought to develop a multi-criteria decision-support system that applies cognitive mapping and the decision-making trial and evaluation laboratory technique in a neutrosophic context. The main objective is to overcome the limitations of previous studies and models by structuring the decision problem and identifying and understanding which factors should be central to adaptation initiative analyses. A panel of experts in AI were recruited to facilitate the construction of an analysis system that takes into account indeterminacy in decision-making processes. The results were validated by both the panel members and project managers at COTEC Portugal-a leading think-and-action network that seeks to advance technology diffusion and business innovation cooperation. The proposed system's practical implications and benefits are also analyzed.",,10.1007/s10479-022-05159-4,Artificial intelligence;Cognitive mapping;Decision-MAking Trial and Evaluation Laboratory (DEMATEL);Neutrosophic logic;Small and medium-sized enterprise (SME);DECISION;ADOPTION;FACILITATORS;METHODOLOGY;INFORMATION;TECHNOLOGY;FRAMEWORK;INDUSTRY;MAPS,,,True,True,False,False
rayyan-222134295,Development of a Task Model for Artificial Intelligence-Based Applications for Small and Medium-Sized Enterprises,2023,,,"ADVANCES IN PRODUCTION MANAGEMENT SYSTEMS. PRODUCTION MANAGEMENT SYSTEMS FOR RESPONSIBLE MANUFACTURING, SERVICE, AND LOGISTICS FUTURES, APMS 2023, PT I","[""1868-4238"", ""1868-422X"", ""978-3-031-43664-2"", ""978-3-031-43662-8"", ""978-3-031-43661-1     J9  - IFIP ADV INF COMM TE""]",689,,528-542,"Clemens, F and Willemsen, F and Mütze-Niewöhner, S and Schuh, G",,English,,"[""Rhein Westfal TH Aachen, FIR, D-52074 Aachen, Germany"", ""Rhein Westfal TH Aachen, Inst Ind Engn & Ergon, D-52062 Aachen, Germany""]","The adoption of artificial intelligence (AI) technologies in manufacturing companies is challenging, particularly for SMEs that lack the necessary skills to develop and integrate AI-based applications (AI applications) into their existing IT system landscape. To address this challenge, the research project VoBAKI (IGF-Project No.: 22009 N) aims to enable SMEs to identify and close skill gaps related to AI application development and implementation using proper sourcing strategies. This paper presents the interim results from the second phase of the project, which involves identifying the tasks in the lifecycle of AI applications and determining the specific skills required for executing these tasks. The presented results provide a detailed lifecycle including the phases for the development and usage of AI applications, as well as the specific tasks that SMEs must consider when implementing an AI application. These results serve as the foundation for future research regarding the required skills to execute the presented tasks and provide a roadmap for SMEs to close skill gaps and successfully implement AI applications.",,10.1007/978-3-031-43662-8_38     WE  - Conference Proceedings Citation Index - Science (CPCI-S),Artificial Intelligence;Machine Learning;Manufacturing Company;SME;Decision-Maker;Artificial Intelligence Lifecycle,,,True,True,False,False
rayyan-222134296,Exploring Growth Strategies of European Small and Medium-sized Enterprises in the Service Sector using ChatGPT,2023,,,EUROPEAN INTEGRATION STUDIES,"[""1822-8402"", ""2335-8831     J9  - EUR INTEGR STUD     JI  - Eur. Integr. Stud.""]",,17,175-198,"Cui, LM and Bulis, A",,English,,"[""Turiba Univ, Grauduiela 68, LV-1058 Riga, Latvia"", ""Turiba Univ, Dept Business Adm, Grauduiela 68, LV-1058 Riga, Latvia     PU  - KAUNO TECHNOLOGIJOS UNIV     PI  - KAUNAS     PA  - FAC SOCIAL SCI, ARTS & HUMANITIES, MICKEVCLAUS 37 STR, KAUNAS, 44244, LITHUANIA""]","In recent years, the development of the artificial intelligence is changing with each passing day. Artificial intelligence has more and more application scenarios in modern production and life, generating more value and sparking numerous discussions. The epoch-making significance of the launch of ChatGPT (and its successive version GPT4) in late 2022 cannot be overstated. In just two months, it became the fastest application in human history to exceed 100 million registered users worldwide and is considered the core digital product of the next-generation technological revolution, with great potential for development. ChatGPT's high intelligence can efficiently solve many problems faced by the European small and medium-sized enterprises in the service sector, providing more possible approaches for their growth. To explore growth strategies that ChatGPT plays for small and medium-sized enterprises in the service sector, semi-structured interviews have been conducted (n = 24) and a qualitative methodology is used to analyze. The optimization and assistance that ChatGPT can bring to the development of small and medium-sized enterprises in the service sector are collected with totally 293 items and sorted in categories including human resource management, strategy decision making, fund raising, service research and development, finance, marketing, sales, administration and operation. Based on the findings, the authors listed the comprehensive and systematic solution as a strong reference for ChatGPT technology to assist small and medium-sized enterprises in their optimization and growing.",,10.5755/j01.eis.1.17.33726     WE  - Emerging Sources Citation Index (ESCI),artificial intelligence;ChatGPT;small and medium-sized enterprises (SMEs);service sector;efficiency improvement;growth strategy;ARTIFICIAL-INTELLIGENCE;CHALLENGES;AI,,,True,True,False,False
rayyan-222134297,"Adopting Artificial Intelligence in Danish SMEs: Barriers to Become a Data Driven Company, Its Solutions and Benefits",2021,,,PROCEEDINGS OF THE 2ND INTERNATIONAL CONFERENCE ON INNOVATIVE INTELLIGENT INDUSTRIAL PRODUCTION AND LOGISTICS (IN4PL),978-989-758-535-7,,,131-136,"Iftikhar, N and Nordbjerg, FE",,English,,"Univ Coll Northern Denmark, DK-9200 Aalborg, Denmark     PU  - SCITEPRESS     PI  - SETUBAL     PA  - AV D MANUELL, 27A 2 ESQ, SETUBAL, 2910-595, PORTUGAL","Artificial intelligence allows small and medium-sized enterprises (SMEs) in the manufacturing sector to improve performance, reduce downtime and increase productivity. SMEs in Denmark are still struggling to implement artificial intelligence based strategies since they face a range of challenges, such as business applications, data availability, organizational culture towards the acceptance of new technologies, investment in new technologies, skills gap, development process and effective strategy. In the beginning, the paper describes the challenges faced by SMEs in adopting artificial intelligence. Then, the paper suggests solutions to overcome these challenges and discusses the importance of artificial intelligence as well as the opportunities it offers to SMEs.",,10.5220/0010691800003062     WE  - Conference Proceedings Citation Index - Science (CPCI-S),Industry 4.0;Artificial Intelligence;SMEs;Smart Manufacturing,,,True,True,False,False
rayyan-222134298,Identification Overview of Industry 4.0 Essential Attributes and Resource-Limited Embedded Artificial-Intelligence-of-Things Devices for Small and Medium-Sized Enterprises,2022,6,,APPLIED SCIENCES-BASEL,2076-3417     J9  - APPL SCI-BASEL     JI  - Appl. Sci.-Basel,12,11,,"Barton, M and Budjac, R and Tanuska, P and Gaspar, G and Schreiber, P",,English,,"[""Slovak Univ Technol Bratislava, Fac Mat Sci & Technol Trnava, Inst Appl Informat Automat & Mechatron, J Bottu 2744-24, Trnava 91724, Slovakia"", ""Univ Zilina, Res Ctr, Univ 8215-1, Zilina 01026, Slovakia""]","Nowadays there is a growing demand for small- and medium-sized enterprises (SMEs) to improve their level of digitalisation. This situation becomes even more critical in cases when SMEs act in the role of a subcontractor of large enterprises who demand the utilisation of certain digital operations. This paper aims to identify the essential Industry 4.0 attributes for the requirements of SMEs that enterprises can purchase to deploy an adequate solution with a view of increasing their competitiveness in the market. By analysing research articles and statistical data from the worldwide Web of Science database, we identify the major Industry 4.0 attributes for SME: Internet of Things (IoT), Big Data, Artificial Intelligence (AI), Cloud Computing, Simulation and Cybersecurity. Based on the review results and a survey by the European Commission, we propose devices primarily designed to implement AI tasks in industrial environments that meet the essential attributes for SMEs and have low entry costs. The subject of IoT is thoroughly addressed. Its subsets and the relationship between Industrial Internet of Things (IIoT) and Artificial Intelligence of Things (AIoT) are introduced and described. The characteristics of the listed devices as related to usability in the identified attributes are verified. Therefore, the description of the devices is provided with respect to their usability in SMEs. The main purpose of this paper is to identify attributes for SMEs and to develop strategic plans for the digitalisation requirements, particularly in the development of Artificial Intelligence as part of the implementation of the IoT pillar.",,10.3390/app12115672     WE  - Science Citation Index Expanded (SCI-EXPANDED),Industry 4;0;Artificial Intelligence;Big Data;Smart Factory;resource-limited devices;AIoT;deep learning;edge AI;BIG DATA;TECHNOLOGIES;INTERNET;SYSTEMS,,,True,True,False,False
