key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,PDF files,[],match,reason
rayyan-304846746,Smart maintenance management approach: Critical review of present practices and future trends in SMEs 4.0,2022,,,MATERIALS TODAY-PROCEEDINGS,2214-7853     J9  - MATER TODAY-PROC     JI  - Mater. Today-Proc.,62,,2988-2995,"Velmurugan, K and Saravanasankar, S and Bathrinath, S",,English,,"Kalasalingam Acad Res & Educ, Dept Mech Engn, Krishnankoil 626126, Tamil Nadu, India","The Computer Integrated Maintenance Management (CIMM) system has reached a critical juncture in this recent world due to customer satisfaction and high production demand. Today the applications of smart maintenance management systems play a major role in industrial machines as well as machineries used in daily life. Small and Medium Enterprise (SME) industries are increasingly interested in reducing their maintenance costs and following a minimal or no-fail manufacturing process and increasing the seamless availability of machinery. A properly planned and maintained system can increase the efficiency of the machine and the productivity of the factory. This important critical research paper discusses the applications of smart maintenance practices, tools and technologies currently (mathematical modeling, Artificial Intelligence (AI), Artificial Neural Network (ANN), Machine Learning (ML), Industrial Internet of Things (IIoT), Data Mining (DM), Internet Communication Technology (ICT) and Cloud Computing (CC)) used to maximize the reliability of machines and to adhere to the production process without fail. Clear criticisms are given. It also explains how computer integrated maintenance management (CIMM) action will play an important role in everyday life in home appliances and industrial machinery in the future. This critical research article will help new academic researchers and industry trainees to learn more about the field of computerized maintenance and to encourage further research. Copyright (C) 2022 Elsevier Ltd. All rights reserved.",Included,10.1016/j.matpr.2022.02.622     WE  - Conference Proceedings Citation Index - Science (CPCI-S),Computer integrated maintenance management;Small and medium enterprise;Artificial intelligence;Machine learning;Industrial internet things;Cloud computing;INTELLIGENT PREDICTIVE MAINTENANCE;BIG DATA;SYSTEM;OPTIMIZATION;DIAGNOSIS,,,,,True,"The article discusses the use of AI, ML, and ANN in SMEs for smart maintenance management, directly relating to the adoption of these technologies in SME operations and their impact on efficiency and productivity."
rayyan-304846747,The impact of social media branding and AI on promoting green tourism in emerging economies like Egypt,2025,6,9,JOURNAL OF HOSPITALITY AND TOURISM INSIGHTS,"[""2514-9792"", ""2514-9806     J9  - J HOSP TOUR INSIGHTS     JI  - J. Hosp. Tour. Insights""]",,,,"Alaflak, A and Sharma, N and Gawshinde, S",,English,,"[""Chandigarh Univ, Univ Sch Business, Ludhiana, India"", ""Chandigarh Univ, APEX Inst Management, Mohali, India"", ""Symbiosis Int Univ, Pune, India""]","PurposeThis study explores the critical role of green tourism in promoting sustainability within emerging economies, with a specific focus on Egypt. In an era where social media branding (SMB) and artificial intelligence (AI) significantly shape consumer behaviour, understanding their impact on tourist behaviour and green tourism is vital. The purpose of this research is to examine how SMB and AI adoption influence tourist behaviour and foster the growth of eco-friendly travel, highlighting the importance of green tourism as a crucial area for sustainable development in emerging economies.Design/methodology/approachThe partial least squares structural equation model (PLS-SEM) was used to analyse the data gathered from 583 respondents.FindingsThe study's results demonstrated the substantiable relationship between SMB and green tourism as well as between AI and green tourism. The findings also revealed the important role that SBM and AI play in promoting green tourism by increasing awareness about eco-friendly travel destinations.Research limitations/implicationsThis study helps marketers, policymakers and governments to comprehend the vital role of social media and AI in attracting green travellers who appreciate sustainability and become more competitive in global marketing, where environmental consciousness is rising. Also, this study gave insights into relationship among factors like SMB and AI on green tourism in emerging destinations like Egypt.Originality/valueThis is the very first attempt to investigate the influence of SMB and AI on green tourism in emerging destinations like Egypt.",Excluded,10.1108/JHTI-08-2024-0886,Technology adoption;Artificial intelligence (AI);Tourist behaviour;Green tourism;Social media branding;SUPPLY CHAIN MANAGEMENT;PLS-SEM;VALIDITY,,,,,False,"The article focuses on AI's role in green tourism and social media branding in emerging economies, not on AI adoption by SMEs or its impact on organizational performance and competitiveness."
rayyan-304846750,Trust Metrics for Medical Deep Learning Using Explainable-AI Ensemble for Time Series Classification,2022,,,2022 IEEE CANADIAN CONFERENCE ON ELECTRICAL AND COMPUTER ENGINEERING (CCECE),"[""0840-7789"", ""978-1-6654-8432-9     J9  - CAN CON EL COMP EN""]",,,370-377,"Siddiqui, K and Doyle, TE and IEEE",,English,,"[""McMaster Univ, Sch Biomed Engn, Hamilton, ON, Canada"", ""McMaster Univ, Sch Biomed Engn, Dept Elect & Comp Engn, Vector Inst Artificial Intelligence, Hamilton, ON, Canada""]","Trustworthiness is a roadblock in mass adoption of artificial intelligence (AI) in medicine. This research developed a framework to explore the trustworthiness as it applies to AI in medicine with respect to common stakeholders in medical device development. Within this framework the element of explainability of AI models was explored by evaluating an ensemble of explainable AI (XAI) methods. In current literature a litany of XAI methods are available that provide a variety of insights into the learning and function of AI models. XAI methods provide a human readable output for the AI's learned processes. These XAI methods provide very subjective outputs with varying degrees of quality. Currently, there are no metrics or methods of objectively evaluating XAI generated explanations against outputs from other XAI methods or to test repeatable consistency of explanations from a single XAI method. This research presents two constituent elements, similarity and stability, to explore the concept of explainability for time series medical data (ECG). Thus providing a repeatable and testable framework to evaluate XAI methods and their generated explanations. This is accomplished using subject matter expert (SME) annotated ECG signals (time-series signals) represented as images to AI models and XAI methods. The XAI methods of Vanilla Saliency, SmoothGrad, GradCAM and GradCAM++ were used to generate XAI outputs for a VGG-16 based deep learning classification model. The framework provides insights about XAI method generated explanations for the AI and how closely that learning corresponds to SME decision making. It also objectively evaluates how closely explanations generated by any XAI method resemble outputs from other XAI methods. Lastly, the framework provides insights about possible enhancements to XAI to go beyond what was identified by the SMEs in their decision making.",Excluded,10.1109/CCECE49351.2022.9918458     WE  - Conference Proceedings Citation Index - Science (CPCI-S),trust;explainable AI;XAI;deep learning;quantification;time series;ECG,,,,,False,"The article focuses on explainability and trustworthiness of AI in medical applications, not on AI adoption or impact in SMEs or their operations."
rayyan-304846751,Artificial neural network (ANN) modelling for the estimation of soil microbial biomass in vineyard soils,2021,1,,BIOLOGY AND FERTILITY OF SOILS,"[""0178-2762"", ""1432-0789     J9  - BIOL FERT SOILS     JI  - Biol. Fertil. Soils""]",57,1,145-151,"Pellegrini, E and Rovere, N and Zaninotti, S and Franco, I and De Nobili, M and Contin, M",,English,,"[""Univ Udine, Dipartimento Sci Agroalimentari Ambientali & Anim, Via Sci 206, I-33100 Udine, Italy"", ""Univ Copenhagen, Dept Biol, Univ Pk 4, DK-2100 Copenhagen, Denmark"", ""Univ Udine, Dipartimento Politecn Ingn & Architettura, Via Sci 206, I-33100 Udine, Italy"", ""Vitenova Srl, Via Umberto I 47, I-33061 Rivignano Teor, Italy""]","Soil microbial biomass (SMB-C) is one of the most frequently used parameters for the assessment of soil quality, but no threshold values have ever been proposed. We challenged the problem of a reliable numerical estimation of the SMB-C based on the knowledge of physicochemical soil properties. The aim was to evaluate artificial neural network (ANN) modelling for the prediction of SMB-C from a range of physical and chemical properties. The dataset used is composed of 231 vineyard soils of widely different characteristics and exposed to different temperature and moisture regimes. Each soil was described by ten physicochemical parameters: sand, clay, soil organic matter, total N, C/N ratio, pH, EC, exchangeable Na, active lime and total Cu. The ANN followed the topology: one input layer (1 to 11 nodes), one hidden layer (2 center dot n nodes) and one output node (SMB-C). Each soil sample was validated against the other 230 samples. The ANN model showed a much better fit than the linear model. The divergence between measured and predicted SMB-C was greatly restrained using the nonlinear approach, testifying the ability of the ANN to adapt to the highly variable dataset. The ANN analysis confirmed the primary importance of SOM for SMB-C prediction, being present in all of the best five models with the lowest root mean square relative error and in four out of five models with the lowest root mean square error. The prediction capability of SMB-C by ANN was limited at high SMB-C values, but the method can potentially be improved by expanding the dataset and introducing more parameters regarding soil physical properties and management.",Excluded,10.1007/s00374-020-01498-1,Soil microbial biomass;Artificial neural networks;Vineyard soils;Critical values;ENZYME-ACTIVITIES;DIVERSITY;PARAMETERS;MANAGEMENT;COMMUNITY;AMENDMENT;QUALITY;SYSTEMS;COPPER,,,,,False,"The article focuses on using artificial neural networks for soil quality assessment, not on AI adoption in SMEs or its impact on organizational performance and competitiveness."
rayyan-304846754,Evaluating the Risk of SME's Credit Guarantee Projects Using BP-ANN Model,2008,,,"PROCEEDINGS OF THE 2ND INTERNATIONAL CONFERENCE ON RISK MANAGEMENT & ENGINEERING MANAGEMENT, VOLS 1 AND 2",978-0-9783484-7-2,,,100-105     WE  - Conference Proceedings Citation Index - Science (CPCI-S)     WE  - Conference Proceedings Citation Index - Social Science &amp; Humanities (CPCI-SSH),"Weng, JX and Luo, JH",,English,,"Cent S Univ, Sch Business, Changsha 410083, Hunan, Peoples R China","The paper sets up the risk evaluation indexes of SME's credit guarantee projects, and evaluates the projects risk by using the Back Propagation neural network model. The training samples, verification samples and testing samples that the model needed are generated by the randomly access method in the range of single-index evaluation standard. The case study indicates that the methodology for generating samples and the process for establishing BP-ANN model are effective and reliable. The phenomenon of over-training and over fitting can be effectively escaped and the model possesses good generalization. Comparing to the methodology of Fuzzy theory, the influence by personal factors can be escaped, and the results can be much accurate.",Included,,back propagation neural network model;small-medium enterprise;credit guarantee;risk evaluation,,,,,True,"The article applies a Back Propagation neural network model to evaluate SME credit guarantee project risks, demonstrating the use of ANN in SME operations, which aligns with the research focus on AI/ML adoption in SMEs and its impact on organizational performance."
rayyan-304846757,Model-based deep learning for additive manufacturing: New frontiers and applications,2021,8,,MANUFACTURING LETTERS,2213-8463     J9  - MANUF LETT     JI  - Manuf. Lett.,29,,94-98,"Ghungrad, S and Gould, B and Soltanalian, M and Wolff, SJ and Haghighi, A",,English,,"[""Univ Illinois, Dept Mech & Ind Engn, Chicago, IL 60607 USA"", ""Argonne Natl Lab, Appl Mat Div, 9700 S Cass Ave, Lemont, IL 60439 USA"", ""Univ Illinois, Dept Elect & Comp Engn, Chicago, IL 60607 USA"", ""Texas A&M Univ, Ind & Syst Engn, College Stn, TX 77843 USA""]","Artificial intelligence has created disruptive possibilities in additive manufacturing towards smarter design, process control, and quality assurance. Nonetheless, the scarcity of data in additive manufacturing significantly limits the wide adoption of artificial intelligent techniques. In this work, we propose the deployment of a novel artificial intelligent structure called model-based deep learning in the context of additive manufacturing which can address scenarios with scarce data but an available underlying iterative mathematical/inference model. Several immediate applications of this technique in the additive manufacturing research as well as a proof of concept on temperature profile prediction in metal AM process are presented. (C) 2021 Society of Manufacturing Engineers (SME). Published by Elsevier Ltd. All rights reserved.",Excluded,10.1016/j.mfglet.2021.07.008,Additive manufacturing;Model-based deep learning;Artificial intelligence;Data scarcity;Process and material variability;TOPOLOGY OPTIMIZATION;DESIGN,,,,,False,"The article focuses on AI applications in additive manufacturing, not on AI use in SMEs or their organizational performance and competitiveness."
rayyan-304846758,Analyzing Scrum Team Impediments Using NLP,2023,,,"FRONTIERS IN SOFTWARE ENGINEERING EDUCATION, FISEE 2023","[""0302-9743"", ""1611-3349"", ""978-3-031-48638-8"", ""978-3-031-48639-5     J9  - LECT NOTES COMPUT SC""]",14387,,42-55,"Kaleemunnisa and Scharff, C and Bathula, KM and Chen, K",,English,,"Pace Univ, Seidenberg Sch CSIS, 1 Pace Plaza, New York, NY 10038 USA","In this research, we focus on the impediments encountered by students in capstone projects following the Scrum methodology. Scrummeeting notes were collected in a dataset to permit Scrum roles and instructors to monitor progress and issues. We identified 9 categories of impediments in this dataset: Android, Coding Skills, Debugging, External Factors, Firebase/Database, Git/GitHub, Teamwork, Time Management, and UI/UX Design. We developed a Large Language Model (LLM) to classify these impediments. Natural Language Processing (NLP) has the potential to support software engineering processes. The novelty of this research is that it attempts to identify impediments faced by students' Scrum teams with AI and support students and instructors. The relevance of the approach was discussed with subject matter experts (SME) of the industry. The proposed model is useful in both the academic and industry settings, to identify on-the-fly areas that need attention and, if fixed, would increase team productivity.",Excluded,10.1007/978-3-031-48639-5_4     WE  - Conference Proceedings Citation Index - Science (CPCI-S)     WE  - Conference Proceedings Citation Index - Social Science &amp; Humanities (CPCI-SSH),Agile;Artificial Intelligence (AI);Impediments;Machine Learning;Large Language Model (LLM);Natural Language Processing (NLP);Scrum;Software Engineering Education,,,,,False,"The article focuses on using AI to identify impediments in student Scrum projects, not on AI adoption by SMEs or its impact on organizational performance and competitiveness."
rayyan-304846760,Prediction of tourism zombie companies using artificial intelligence algorithms and accounting data,2025,,,EUROPEAN JOURNAL OF TOURISM RESEARCH,"[""1994-7658"", ""1314-0817     J9  - EUR J TOUR RES     JI  - Eur. J. Tour. Res.""]",39,,,"Sánchez-Medina, AJ and Blázquez-Santana, F and Pellejero, M and Cerviño-Cortínez, DL",,English,,"[""Univ Las Palmas Gran Canaria, Campus Tafira, Las Palmas Gran Canaria 35017, Spain"", ""Univ Atlantica Medio, Carretera Quilmes 37, Las Palmas Gran Canaria 35017, Spain""]","This paper addresses the problem of the prediction of zombie companies. Despite their relevance, financial issues represent an area scarcely considered in relation to the tourism industry: the topic has so far remained totally unexplored. Zombie firms cause great damage to the sector in which they compete. However, there is no consensus regarding what actions should be applied to them due to the negative consequences of maintaining or liquidating them. In view of this, the key issue is to prevent them from entering the zombie state. It would therefore be useful to have a methodology for predicting years in advance when a company will become a zombie firm. For this purpose, this article has used different artificial intelligence algorithms applied to easily obtained accountant data. Utilizing a dataset of 356 Spanish small and medium-sized enterprises in the tourism sector, 78.4% of predictions have been correct.",Included,10.54055/ejtr.v39i.3648     WE  - Emerging Sources Citation Index (ESCI),zombie firms;tourism SMEs;artificial intelligence;machine learning;prediction;FIRMS;SME;CHINA;CAPACITY;SECTOR;IDENTIFICATION;PERFORMANCE;INVESTMENT;SUPPORT,,,,,True,"The article uses AI algorithms to predict financial outcomes in SMEs, directly involving AI application in SME operations, which aligns with the research focus on AI use in SMEs and its impact on organizational performance."
rayyan-304846763,PepExplainer: An explainable deep learning model for selection-based macrocyclic peptide bioactivity prediction and optimization,2024,9,5,EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,"[""0223-5234"", ""1768-3254     J9  - EUR J MED CHEM     JI  - Eur. J. Med. Chem.""]",275,,,"Zhai, SL and Tan, YH and Zhu, C and Zhang, CY and Gao, Y and Mao, QY and Zhang, YM and Duan, HL and Yin, YZ",,English,,"[""Zhejiang Univ Technol, Sch Pharmaceut Sci, Hangzhou 310014, Peoples R China"", ""Shandong Univ, Inst Microbial Technol, State Key Lab Microbial Technol, Qingdao 266237, Peoples R China"", ""Qilu Inst Technol, Jinan 250200, Peoples R China"", ""Macao Polytech Univ, Fac Appl Sci, Macau 999078, Peoples R China"", ""Shandong Res Inst Ind Technol, Jinan 250101, Peoples R China""]","Macrocyclic peptides possess unique features, making them highly promising as a drug modality. However, evaluating their bioactivity through wet lab experiments is generally resource-intensive and time-consuming. Despite advancements in artificial intelligence (AI) for bioactivity prediction, challenges remain due to limited data availability and the interpretability issues in deep learning models, often leading to less-than-ideal predictions. To address these challenges, we developed PepExplainer, an explainable graph neural network based on substructure mask explanation (SME). This model excels at deciphering amino acid substructures, translating macrocyclic peptides into detailed molecular graphs at the atomic level, and efficiently handling non-canonical amino acids and complex macrocyclic peptide structures. PepExplainer's effectiveness is enhanced by utilizing the correlation between peptide enrichment data from selection-based focused library and bioactivity data, and employing transfer learning to improve bioactivity predictions of macrocyclic peptides against IL-17C/IL-17 RE interaction. Additionally, PepExplainer underwent further validation for bioactivity prediction using an additional set of thirteen newly synthesized macrocyclic peptides. Moreover, it enabled the optimization of the IC50 of a macrocyclic peptide, reducing it from 15 nM to 5.6 nM based on the contribution score provided by PepExplainer. This achievement underscores PepExplainer's skill in deciphering complex molecular patterns, highlighting its potential to accelerate the discovery and optimization of macrocyclic peptides.",Excluded,10.1016/j.ejmech.2024.116628,Macrocyclic peptide;Machine learning (ML);Graph neural network (GNN);Bioactivity prediction;Structure-activity relationship (SAR);Optimization;CYCLIC-PEPTIDES;DRUG DISCOVERY;DESCRIPTORS;INHIBITORS;BINDING,,,,,False,"The article focuses on AI applications in bioactivity prediction of macrocyclic peptides, not on AI use in SMEs or their operational performance and competitiveness."
rayyan-304846764,How should B2B firms create image content for high social media engagement? A multimodal analysis,2023,6,21,INDUSTRIAL MANAGEMENT & DATA SYSTEMS,"[""0263-5577"", ""1758-5783     J9  - IND MANAGE DATA SYST     JI  - Ind. Manage. Data Syst.""]",,,,"Singh, S and Gandhi, M and Kar, AK and Tikkiwal, VA",,English,,"[""Jaypee Inst Informat Technol, Noida, India"", ""Indian Inst Technol Delhi, Bharti Sch Telecommun Technol & Management, New Delhi, India""]","PurposeThis study evaluates the effect of the media image content of business to business (B2B) organizations to accelerate social media engagement. It highlights the importance of strategically designing image content for business marketing strategies.Design/methodology/approachThis study designed a computation extensive research model based upon the stimulus-organism-response (SOR) theory using 39,139 Facebook posts of 125 organizations selected from Fortune 500 firms. Attributes from images and text were estimated using deep learning models. Subsequently, inferential analysis was established with ordinary least squares regression. Further machine learning algorithms, like support vector regression, k-nearest neighbour, decision tree and random forest, are used to analyze the significance and robustness of the proposed model for predicting engagement metrics.FindingsThe results indicate that the social media (SM) image content of B2B firms significantly impacts their social media engagement. The visual and linguistic attributes are extracted from the image using deep learning. The distinctive effect of each feature on social media engagement (SME) is empirically verified in this study.Originality/valueThis research presents practical insights formulated by embedding marketing, advertising, image processing and statistical knowledge of SM analytics. The findings of this study provide evidence for the stimulating effect of image content concerning SME. Based on the theoretical implications of this study, marketing and media content practitioners can enhance the efficacy of SM posts in engaging users.",Excluded,10.1108/IMDS-08-2022-0470,Social media engagement;Deep learning;Multimodal analysis;Stimulus-response model;Big data analytics;Artificial intelligence;ENTROPY MEASURE;FRAMEWORK;FEATURES,,,,,False,"The article focuses on the use of deep learning for analyzing social media image content in B2B marketing, not on AI/ML adoption by SMEs for operational improvements or organizational performance."
